district,region,village,direction,elevator,floor,layout,decoration,year,size,price,perprice
青羊,太升路,恒大广场 ,东南,有,低楼层,1室1厅,其他,2009,80.0,274.0,34250
青羊,太升路,童子街30号 ,南,无,中楼层,3室1厅,简装,1990,95.0,120.0,12610
青羊,西南财大,水木光华 ,南,无,低楼层,3室1厅,精装,2009,82.0,205.0,25000
青羊,万家湾,保利香槟光华 ,西,有,高楼层,2室1厅,精装,2014,56.0,120.0,21425
青羊,浣花溪,百花教师苑 ,东南,无,高楼层,2室1厅,简装,2009,76.0,165.0,21640
青羊,外光华,凯德风尚 ,西南,有,高楼层,1室1厅,精装,1990,51.0,107.0,20915
青羊,草堂,草堂北路7号 ,南,无,低楼层,2室1厅,精装,2009,93.0,125.0,13361
青羊,府南新区,石人正街88号 ,南,无,中楼层,2室1厅,精装,1990,69.0,95.0,13623
青羊,贝森,苏坡东路5号 ,东,无,高楼层,3室2厅,其他,1993,116.0,138.0,11827
青羊,太升路,恒大广场 ,东南,有,低楼层,1室1厅,精装,1993,74.0,222.0,29763
青羊,金沙,金地金沙府邸 ,西南,有,高楼层,3室2厅,其他,1993,119.0,320.0,26846
青羊,外光华,心愿花园二期 ,南,有,高楼层,2室1厅,精装,1993,81.0,85.0,10420
青羊,外光华,清江美庐 ,东南,有,低楼层,2室1厅,精装,1993,58.0,96.0,16352
青羊,外光华,元益花园 ,东,有,低楼层,2室1厅,精装,1993,55.0,93.0,16781
青羊,八宝街,青龙街71号 ,南,有,低楼层,2室1厅,毛坯,1993,48.0,77.0,15776
青羊,外光华,金阳易诚国际 ,南,有,高楼层,2室1厅,其他,1993,76.0,129.0,16950
青羊,光华泡小,朗基龙堂 ,西,有,高楼层,2室1厅,精装,1993,81.0,196.0,24141
青羊,八宝街,鑫城立方生活 ,东北,有,中楼层,1室1厅,精装,1993,42.0,110.0,25883
青羊,西南财大,大地新光华广场 ,南,有,高楼层,1室0厅,其他,1993,51.0,48.0,9330
青羊,外光华,元益花园 ,东,有,中楼层,2室1厅,其他,1993,73.0,123.0,16744
青羊,外光华,金阳易诚国际 ,南,有,中楼层,2室1厅,简装,1993,74.0,121.0,16246
青羊,草市街,城置尚豪庭 ,西,有,低楼层,2室2厅,其他,1993,88.0,195.0,22059
青羊,太升路,内姜街73号 ,南,暂无数据,中楼层,1室1厅,毛坯,1993,51.0,69.8,13549
青羊,外金沙,蓝光coco金沙二期 ,东西,有,低楼层,3室2厅,简装,1993,72.0,142.0,19693
青羊,草堂,蓝苑 ,西,无,低楼层,2室1厅,毛坯,1993,87.0,135.0,15447
青羊,外光华,俊发时光俊园 ,东,有,中楼层,2室1厅,精装,1993,77.0,162.0,20985
青羊,外光华,佳兆业广场 ,西,有,高楼层,3室2厅,精装,1993,86.0,143.0,16590
青羊,贝森,新阳光健康家园 ,东西,有,中楼层,3室2厅,简装,1993,127.0,238.0,18698
青羊,金沙,金沙鹭岛三期 ,南,有,中楼层,4室1厅,简装,1993,119.0,300.0,25116
青羊,外光华,成都青羊万达广场 ,东,有,中楼层,1室0厅,简装,1993,34.0,34.0,9887
青羊,外金沙,太行朗诗金沙城 ,东,有,高楼层,3室1厅,毛坯,1993,97.0,230.0,23566
青羊,太升路,忠烈祠西街68号 ,南,无,高楼层,3室2厅,简装,1993,84.0,126.0,14992
青羊,外光华,凯德风尚 ,南,有,高楼层,2室1厅,简装,2003,87.0,135.0,15491
青羊,草堂,浣花香 ,东南,有,中楼层,3室2厅,毛坯,2003,142.0,450.0,31606
青羊,人民公园,汇厦少城琴台府 ,东南,有,高楼层,3室2厅,其他,2003,100.0,310.0,30806
青羊,外光华,凯德风尚 ,东,有,低楼层,2室1厅,简装,2003,91.0,145.0,15803
青羊,西南财大,中华家园东区 ,北,有,高楼层,1室0厅,精装,2003,51.0,80.0,15687
青羊,外金沙,清水路苑 ,东,有,高楼层,2室2厅,简装,2013,83.0,99.0,11928
青羊,太升路,三桂前街87号 ,南北,无,低楼层,4室1厅,其他,2013,108.0,173.4,15939
青羊,外金沙,清水路苑 ,南,有,中楼层,2室2厅,毛坯,2013,88.0,115.0,12931
青羊,太升路,恒大广场 ,西南西,有,中楼层,3室1厅,其他,2013,142.0,500.0,35064
青羊,外金沙,清水河畔 ,东,有,低楼层,2室1厅,精装,2013,76.0,112.0,14737
青羊,外光华,幸福里 ,东北,有,低楼层,2室1厅,简装,2015,79.0,93.0,11650
青羊,贝森,艺水芳乡 ,南北,有,低楼层,3室2厅,精装,2015,123.0,256.0,20814
青羊,人民公园,南桥视窗 ,东南,有,低楼层,1室0厅,精装,2015,37.0,55.0,14512
青羊,优品道,tt尚品 ,南,有,高楼层,3室2厅,简装,2015,104.0,220.0,21047
青羊,外光华,心灵家园 ,南,有,高楼层,2室1厅,精装,2015,85.0,147.0,17151
青羊,西南财大,西华家园 ,南,无,高楼层,2室1厅,简装,2008,82.0,118.0,14235
青羊,光华泡小,浪琴湾 ,东,无,中楼层,2室1厅,精装,2008,77.0,155.0,20021
青羊,宽窄巷子,西胜街15号 ,南,暂无数据,高楼层,3室1厅,其他,2008,77.0,162.0,20842
青羊,金沙,揽胜金沙 ,东南,有,低楼层,2室1厅,其他,1990,69.0,176.0,25223
青羊,万家湾,国一梦巢 ,南,有,中楼层,2室1厅,精装,2008,82.0,142.0,17303
青羊,人民公园,金河路75号 ,南,无,高楼层,3室1厅,简装,2008,76.0,202.0,26548
青羊,万家湾,万科金色领域 ,南,有,低楼层,3室1厅,精装,2014,84.0,175.0,20625
青羊,贝森,百家苑(青羊) ,南,无,高楼层,2室1厅,简装,2003,76.0,110.0,14336
青羊,外金沙,蓝光COCO金沙三期 ,东东北,有,中楼层,3室1厅,精装,2003,73.0,167.0,22877
青羊,府南新区,齐力花园 ,东南,有,中楼层,3室2厅,其他,2003,150.0,350.0,23329
青羊,草市街,东马道街22号 ,东北,无,低楼层,2室1厅,简装,2003,54.0,77.8,14365
青羊,外光华,苏坡中路77号大院 ,南北,无,中楼层,3室1厅,简装,2003,74.0,84.0,11214
青羊,草堂,清江南街1号 ,南,无,中楼层,3室2厅,简装,2003,95.0,142.0,14948
青羊,人民公园,釜山国际城市公馆 ,东南,有,高楼层,3室2厅,其他,2003,141.0,310.0,21901
青羊,外金沙,蓝光coco金沙二期 ,南,有,中楼层,1室1厅,简装,2003,48.0,86.0,17627
青羊,外金沙,金沙海棠 ,西北,有,中楼层,2室2厅,精装,2013,92.0,173.8,18806
青羊,八宝街,凤栖桐 ,南,有,中楼层,2室1厅,精装,2013,57.0,138.0,23917
青羊,外光华,俊发时光俊园 ,东,有,低楼层,2室2厅,简装,2013,77.0,160.0,20630
青羊,万家湾,清河阳光 ,南,有,低楼层,3室2厅,精装,2013,127.0,215.0,16805
青羊,西南财大,大地新光华广场 ,东南,有,中楼层,1室0厅,其他,2013,42.0,46.0,10867
青羊,西南财大,大地新光华广场 ,东南,有,中楼层,1室0厅,其他,2013,42.0,46.0,10824
青羊,外光华,光华锦苑 ,南,有,高楼层,3室1厅,毛坯,2013,130.0,310.0,23837
青羊,外光华,荣盛花语城 ,北,有,高楼层,1室1厅,简装,2013,44.0,90.0,20262
青羊,外光华,光华锦苑 ,北,有,低楼层,3室2厅,毛坯,2015,133.0,339.0,25487
青羊,浣花溪,青羊上街99号 ,北,无,中楼层,1室1厅,毛坯,2015,37.0,106.0,28021
青羊,万家湾,万科金色领域 ,东,有,中楼层,1室1厅,其他,2015,48.0,42.0,8750
青羊,万家湾,万科金色领域 ,东,有,中楼层,1室1厅,其他,2015,48.0,42.0,8676
青羊,西南财大,大地新光华广场 ,南,有,中楼层,1室0厅,精装,2015,47.0,44.0,9206
青羊,金沙,中大君悦金沙七期君逸院 ,东南,有,低楼层,2室2厅,精装,2015,86.0,213.0,24768
青羊,外金沙,金辉苑 ,东南,无,中楼层,1室1厅,毛坯,2015,47.0,53.0,11203
青羊,金沙,中大君悦金沙九期君雅院 ,西南,有,高楼层,3室2厅,精装,2008,101.0,245.0,24141
青羊,贝森,长顺苑北苑 ,南,无,高楼层,3室2厅,精装,2008,82.0,168.0,20263
青羊,浣花溪,大石西路62号 ,东,无,中楼层,2室1厅,简装,2008,59.0,150.0,25424
青羊,外光华,光华碧邻 ,西北,有,低楼层,3室2厅,精装,2008,93.0,175.0,18808
青羊,府南新区,双顺路60号 ,南,无,中楼层,1室1厅,其他,2008,51.0,68.0,13227
青羊,外光华,长虹和悦府 ,东,有,中楼层,3室1厅,精装,2008,74.0,165.0,22039
青羊,外金沙,金沙十年 ,西南,有,中楼层,3室2厅,其他,1990,89.0,165.0,18414
青羊,八宝街,中铁瑞城锦隆时代 ,南,有,中楼层,1室1厅,精装,1990,59.0,118.0,19822
青羊,府南新区,天鹅星座 ,东南,有,中楼层,3室2厅,其他,1990,188.0,291.0,15479
青羊,贝森,新阳光健康家园 ,东,有,低楼层,2室2厅,精装,1990,98.0,203.0,20526
青羊,府南新区,锦秀民居 ,东南,无,高楼层,2室2厅,其他,2014,102.0,120.0,11734
青羊,太升路,锦天国际 ,南北,有,中楼层,1室1厅,其他,2014,53.0,63.0,11887
青羊,人民公园,现代城人民公园 ,东北,有,低楼层,1室1厅,精装,2014,56.0,82.0,14450
青羊,太升路,人民中路一段5号 ,东南,无,低楼层,1室1厅,毛坯,2014,43.0,160.0,36631
青羊,外光华,心愿花园二期 ,南,有,低楼层,1室1厅,其他,2014,47.0,48.0,10200
青羊,西南财大,成都花园上城 ,东西,有,中楼层,2室2厅,简装,2014,98.0,255.0,26021
青羊,西南财大,成都花园翠雍华庭 ,西,有,高楼层,2室2厅,精装,2014,92.0,220.0,23807
青羊,太升路,世纪太升 ,东,有,高楼层,1室1厅,其他,2003,65.0,78.0,11853
青羊,府南新区,交大靓典 ,南,无,高楼层,1室1厅,其他,2003,55.0,79.0,14235
青羊,人民公园,现代城人民公园 ,东,有,中楼层,2室2厅,精装,2003,83.0,165.0,19646
青羊,人民公园,包家巷80号 ,东南,无,中楼层,4室2厅,简装,2003,136.0,310.0,22663
青羊,草堂,同乐苑 ,西北,无,中楼层,2室2厅,精装,2003,103.0,158.0,15336
青羊,西南财大,大地新光华广场 ,东南,有,中楼层,1室0厅,其他,2013,42.0,46.0,10824
青羊,西南财大,大地新光华广场 ,东南,有,中楼层,1室0厅,其他,2013,42.0,46.0,10824
青羊,外金沙,清水路苑 ,西,有,高楼层,2室2厅,精装,2013,83.0,125.0,15061
青羊,外金沙,清水河畔 ,西南,有,高楼层,3室2厅,简装,2013,98.0,145.0,14769
青羊,太升路,鼓楼北二街70号院 ,东,无,中楼层,2室1厅,其他,2013,60.0,85.0,14141
青羊,外光华,中铁西城东苑 ,东,有,低楼层,3室2厅,其他,2015,89.0,245.0,27529
青羊,府南新区,文苑路48号 ,东西,无,中楼层,3室1厅,简装,2013,76.0,90.0,11738
青羊,外金沙,清水路苑 ,东,有,低楼层,2室2厅,简装,2015,82.0,118.0,14310
青羊,府南新区,战旗东路9号 ,北,无,中楼层,3室1厅,其他,2015,67.0,91.0,13462
青羊,草市街,盛世年华 ,西南,有,高楼层,2室1厅,精装,2015,91.0,155.0,17007
青羊,光华泡小,左右 ,东,有,中楼层,1室0厅,其他,2015,32.0,29.0,8866
青羊,优品道,优品道二期 ,南,有,高楼层,2室2厅,精装,2015,138.0,385.0,27899
青羊,府南新区,清溪苑 ,东南,无,低楼层,3室2厅,其他,2008,130.0,140.0,10760
青羊,外光华,元益花园 ,东北,有,中楼层,2室1厅,其他,2015,88.0,143.0,16250
青羊,外光华,光华碧邻 ,西北,有,低楼层,3室1厅,其他,2015,88.0,160.0,18082
青羊,草堂,青华路24号 ,东南,无,高楼层,2室2厅,毛坯,2008,68.0,90.0,13236
青羊,外光华,成飞463小区 ,东南,暂无数据,高楼层,2室1厅,其他,2008,81.0,115.0,14139
青羊,宽窄巷子,斌升街16号 ,东南,无,中楼层,3室1厅,其他,2008,65.0,125.0,18997
青羊,万家湾,万科金色领域 ,东,有,高楼层,3室2厅,精装,2008,86.0,192.0,22308
青羊,人民公园,十二桥路14号附1号 ,西南,暂无数据,高楼层,2室1厅,其他,2009,58.0,100.0,17133
青羊,八宝街,金色夏威夷 ,东,有,高楼层,1室1厅,其他,2009,57.0,105.0,18157
青羊,贝森,贝森兴苑 ,南,无,高楼层,3室1厅,其他,2008,98.0,135.0,13776
青羊,外光华,光华碧邻 ,东东南,有,低楼层,1室1厅,简装,2009,51.0,90.0,17378
青羊,八宝街,罗马国际 ,西南,有,中楼层,1室0厅,其他,2009,41.0,85.0,20316
青羊,八宝街,槐树街2号 ,东南,无,中楼层,3室2厅,简装,2009,120.0,240.0,19840
青羊,八宝街,锦城华府 ,东,有,低楼层,1室0厅,精装,2009,52.0,125.0,23938
青羊,外光华,佳兆业广场 ,西南,有,高楼层,2室1厅,精装,2009,63.0,106.0,16826
青羊,金沙,金地嘉年华城A区 ,西南,有,低楼层,2室1厅,其他,2009,87.0,170.0,19541
青羊,万家湾,保利香槟光华 ,西,有,中楼层,2室2厅,精装,1990,55.0,115.0,20547
青羊,外光华,蓉西阳光南区 ,南,有,中楼层,2室1厅,其他,1990,59.0,96.0,16033
青羊,万家湾,保利香槟光华 ,东,有,低楼层,2室1厅,精装,1990,55.0,114.4,20558
青羊,外光华,康乐园 ,南北,暂无数据,高楼层,2室1厅,精装,1990,59.0,65.0,10897
青羊,府南新区,石人南路23号 ,南,无,高楼层,1室1厅,简装,1990,36.0,52.0,14341
青羊,八宝街,横过街楼街74号 ,东,无,高楼层,2室1厅,简装,1990,80.0,150.0,18521
青羊,外金沙,清水路苑 ,北,有,高楼层,4室2厅,简装,2014,142.0,200.0,14033
青羊,金沙,中大君悦金沙七期君逸院 ,西北,有,低楼层,2室2厅,精装,1990,87.0,247.0,28110
青羊,八宝街,万和电信公寓 ,南,有,高楼层,3室2厅,精装,2014,132.0,269.0,20319
青羊,府南新区,双顺路60号 ,南,无,中楼层,3室2厅,精装,2014,76.0,99.8,12963
青羊,万家湾,清溪雅筑 ,南,有,中楼层,2室1厅,精装,1990,75.0,105.0,13926
青羊,金沙,金地嘉年华城C区 ,西南,有,低楼层,2室1厅,精装,2014,90.0,220.0,24407
青羊,外金沙,保利金香槟 ,西北,有,高楼层,2室2厅,其他,2014,92.0,200.0,21676
青羊,草堂,青羊上街208号 ,东,无,中楼层,2室2厅,毛坯,2014,64.0,128.0,19932
青羊,万家湾,清溪雅筑 ,北,有,低楼层,3室1厅,精装,2003,90.0,130.0,14387
青羊,外光华,心灵家园 ,西,有,中楼层,3室2厅,精装,2014,130.0,288.0,22041
青羊,金沙,金沙云庭 ,东南,有,中楼层,3室2厅,其他,2003,126.0,400.0,31524
青羊,万家湾,清溪雅筑 ,北,有,低楼层,3室1厅,精装,2014,86.0,135.0,15577
青羊,外金沙,华润金悦湾 ,西南东北,有,低楼层,4室2厅,精装,2003,210.0,648.0,30716
青羊,万家湾,颐和京都 ,东,有,高楼层,1室1厅,精装,2003,43.0,75.0,17286
青羊,府南新区,石人南路23号 ,南,无,低楼层,1室1厅,简装,2003,37.0,48.0,12763
青羊,外光华,光华锦苑 ,东西,有,高楼层,3室2厅,其他,2003,132.0,348.0,26182
青羊,草市街,北大花园 ,南北,有,中楼层,3室1厅,其他,2003,136.0,260.0,19073
青羊,外光华,光华逸家 ,西,有,高楼层,3室1厅,简装,2013,67.0,148.0,21936
青羊,西南财大,天邑花园 ,东南,有,中楼层,3室2厅,精装,2013,112.0,225.0,19965
青羊,外光华,俊发时光俊园 ,南,有,高楼层,3室2厅,精装,2013,109.0,256.0,23405
青羊,外光华,正成艺墅洋房 ,西北,有,低楼层,3室2厅,精装,2013,89.0,170.0,19102
青羊,金沙,公元西 ,东南,有,中楼层,1室1厅,其他,2013,64.0,71.0,11060
青羊,金沙,公元西 ,东南,有,高楼层,1室1厅,其他,2013,62.0,71.0,11410
青羊,万家湾,欧苑 ,东南,有,中楼层,1室1厅,简装,2013,47.0,58.0,12341
青羊,西南财大,光华馨地 ,南,有,低楼层,2室1厅,精装,2013,55.0,94.0,16904
青羊,优品道,优品道央作 ,南,有,中楼层,4室2厅,精装,2015,187.0,700.0,37434
青羊,草市街,天盛壹中心 ,东,有,中楼层,1室0厅,精装,2015,40.0,51.0,12735
青羊,宽窄巷子,泡桐树街20号 ,东南,无,低楼层,2室1厅,精装,2015,59.0,230.0,38501
青羊,府南新区,双顺路60号 ,东南,无,低楼层,2室1厅,简装,2015,71.0,86.0,12062
青羊,万家湾,美苑(青羊) ,北,有,中楼层,3室2厅,简装,2015,126.0,150.0,11905
青羊,外光华,光华锦苑 ,东南,有,低楼层,3室2厅,其他,2015,96.0,230.0,23959
青羊,草市街,天盛壹中心 ,东,有,中楼层,1室0厅,简装,2015,40.0,51.0,12735
青羊,府南新区,双清南路4号 ,南,无,高楼层,3室1厅,其他,2008,81.0,106.0,13045
青羊,外金沙,清水河畔 ,南,有,中楼层,2室1厅,精装,2008,84.0,115.0,13691
青羊,万家湾,恒大翡翠华庭 ,南,有,中楼层,3室2厅,精装,2008,85.0,173.0,20353
青羊,西南财大,成都花园上城 ,南,有,中楼层,3室2厅,精装,2008,135.0,328.0,24264
青羊,外金沙,蓝光coco金沙二期 ,东北,有,低楼层,3室2厅,精装,2008,63.0,138.0,21905
青羊,外金沙,保利金香槟 ,南,有,低楼层,3室1厅,精装,2008,104.0,238.8,22962
青羊,外金沙,米兰香洲 ,东南,有,高楼层,2室2厅,精装,2008,86.0,150.0,17278
青羊,草堂,汇厦花园 ,东南,无,低楼层,3室2厅,精装,2008,110.0,218.0,19806
青羊,金沙,建发金沙里 ,东南,有,高楼层,1室0厅,简装,2009,47.0,45.0,9415
青羊,外金沙,清水路苑 ,南,有,低楼层,2室2厅,其他,2009,89.0,129.0,14495
青羊,外光华,锦绣光华 ,西,有,高楼层,2室1厅,其他,2009,81.0,116.0,14220
青羊,贝森,双玺 ,东,有,高楼层,3室2厅,精装,1990,80.0,168.0,20927
青羊,外金沙,蓝光COCO金沙一期 ,东,有,高楼层,3室1厅,简装,2009,53.0,115.0,21384
青羊,外金沙,清水路苑 ,南,有,高楼层,2室1厅,精装,1990,89.0,135.0,15169
青羊,草堂,草堂北路11号 ,东,暂无数据,中楼层,3室1厅,精装,1990,71.0,130.0,18106
青羊,外光华,光华欣苑 ,西,有,中楼层,3室2厅,精装,2014,113.0,270.0,23764
青羊,万家湾,东原时光道 ,东,有,中楼层,2室1厅,简装,1990,60.0,125.0,20834
青羊,太升路,大福建营巷16号 ,南,无,中楼层,2室1厅,简装,2014,59.0,94.0,15772
青羊,外金沙,清水路苑 ,北,有,高楼层,3室2厅,其他,2014,89.0,127.0,14270
青羊,优品道,博瑞都市花园 ,南,有,中楼层,3室2厅,精装,2003,133.0,370.0,27658
青羊,万家湾,颐和京都 ,东,有,高楼层,2室2厅,简装,2014,82.0,144.0,17534
青羊,外金沙,蓝光coco金沙二期 ,西,有,低楼层,2室1厅,其他,2015,49.0,92.0,18700
青羊,外光华,中铁瑞景颐城 ,南北,有,高楼层,4室2厅,精装,2013,119.0,296.0,24802
青羊,金沙,华府金沙 ,南,有,中楼层,2室1厅,简装,2008,92.0,209.0,22651
青羊,府南新区,清溪南街9号 ,南,无,中楼层,2室1厅,简装,2009,48.0,66.0,13508
青羊,府南新区,成勘院电梯公寓 ,南,有,低楼层,3室2厅,其他,2009,134.0,280.0,20860
青羊,外金沙,金沙城锦西观堂 ,南,暂无数据,高楼层,3室2厅,毛坯,2009,111.0,288.0,25874
青羊,西南财大,光华馨地 ,南,有,低楼层,2室1厅,精装,2009,82.0,142.0,17165
青羊,西南财大,光华馨地 ,东,有,低楼层,1室1厅,精装,2009,56.0,88.8,15656
青羊,外金沙,清水路苑 ,东西,有,低楼层,2室2厅,其他,2009,83.0,115.0,13856
青羊,外光华,光华逸家 ,南东南,有,低楼层,3室1厅,精装,1990,90.0,238.0,26410
青羊,外光华,佳兆业广场 ,南,有,中楼层,2室1厅,精装,2009,66.0,140.0,21145
青羊,优品道,生活立方 ,北,有,中楼层,1室1厅,其他,1990,60.0,141.0,23138
青羊,浣花溪,浣花南路218号 ,西南,无,高楼层,1室1厅,毛坯,1990,41.0,132.0,31610
青羊,外金沙,翠微清波B区 ,东北,有,中楼层,3室2厅,简装,1990,126.0,268.0,21218
青羊,外光华,金阳易诚国际 ,南,有,中楼层,2室1厅,精装,1990,76.0,125.0,16424
青羊,草堂,青华北一街5号 ,南,无,中楼层,2室2厅,其他,1990,71.0,120.0,16854
青羊,外金沙,清水河畔 ,东,有,中楼层,1室1厅,精装,1990,50.0,72.0,14372
青羊,人民公园,四川省社会科学院 ,南,无,高楼层,2室1厅,简装,2014,64.0,160.0,24958
青羊,草市街,太升大厦 ,东,有,中楼层,3室1厅,精装,2014,136.0,152.0,11177
青羊,太升路,人民中路一段5号 ,南,无,低楼层,3室1厅,简装,2014,79.0,200.0,25234
青羊,外光华,紫御熙庭 ,东,有,中楼层,2室1厅,精装,2014,58.0,135.0,22956
青羊,草市街,石马巷4号附8号 ,东南,无,中楼层,3室2厅,简装,2014,89.0,115.0,12830
青羊,光华泡小,橙花风景 ,西,有,中楼层,2室1厅,其他,2014,82.0,175.0,21118
青羊,贝森,蓝光COCO蜜城 ,东南,有,高楼层,2室1厅,其他,2009,68.0,150.0,21972
青羊,人民公园,现代城人民公园 ,南,有,高楼层,2室1厅,精装,2009,83.0,150.0,17860
青羊,外光华,成飞162小区 ,东,暂无数据,中楼层,2室0厅,简装,2009,60.0,70.0,11667
青羊,万家湾,恒大翡翠华庭 ,北,有,高楼层,3室2厅,精装,2009,89.0,220.0,24720
青羊,万家湾,培风小区200号 ,北,无,中楼层,2室2厅,精装,2009,76.0,105.0,13764
青羊,外光华,正成艺墅洋房 ,北,无,中楼层,3室1厅,精装,2009,85.0,160.0,18723
青羊,贝森,二十一世纪花园四期 ,北,无,中楼层,2室2厅,简装,2009,91.0,155.0,16998
青羊,府南新区,锦秀民居 ,南,无,高楼层,3室2厅,其他,2009,122.0,165.0,13495
青羊,八宝街,天越 ,东,有,中楼层,2室1厅,其他,2009,91.0,238.0,25983
青羊,西南财大,家园南街6号 ,东南,无,低楼层,3室2厅,其他,2009,118.0,160.0,13482
青羊,西南财大,大地新光华广场 ,南,有,低楼层,1室0厅,简装,2009,42.0,35.0,8316
青羊,草市街,东珠市街65号 ,南,无,高楼层,3室1厅,精装,2009,65.0,90.0,13714
青羊,金沙,华府金沙 ,南,有,高楼层,4室2厅,精装,2009,191.0,430.0,22494
青羊,万家湾,光华嘉苑 ,东,有,低楼层,2室1厅,精装,2009,79.0,120.0,15008
青羊,外金沙,清水路苑 ,东,有,高楼层,3室2厅,毛坯,2009,127.0,170.0,13386
青羊,府南新区,双清南路4号 ,南,无,低楼层,1室1厅,其他,2009,50.0,62.0,12176
青羊,府南新区,战旗东路9号 ,南,无,中楼层,3室1厅,简装,2009,64.0,83.8,13092
青羊,外金沙,海亮樾金沙 ,西南,有,低楼层,3室2厅,精装,2009,79.0,166.0,21010
青羊,外金沙,蓝光coco金沙二期 ,东北,有,高楼层,2室2厅,精装,2009,62.0,140.0,22230
青羊,府南新区,清溪东路80号 ,南,无,高楼层,1室1厅,简装,2009,51.0,70.0,13593
青羊,太升路,照壁街 ,东,暂无数据,中楼层,3室2厅,精装,2009,112.0,223.0,19814
青羊,外金沙,金沙海棠 ,西南,有,高楼层,2室2厅,精装,2009,87.0,170.0,19445
青羊,外光华,俊发时光俊园 ,东,有,高楼层,2室1厅,其他,2009,75.0,153.0,20344
青羊,八宝街,凤栖桐 ,东,有,中楼层,2室1厅,精装,2009,63.0,133.0,20955
青羊,外光华,元益花园 ,东,有,高楼层,3室1厅,其他,2009,86.0,149.0,17254
青羊,外金沙,保利金香槟 ,东北,有,中楼层,3室2厅,精装,2009,113.0,255.0,22523
青羊,八宝街,时代凯悦 ,东南,有,高楼层,1室0厅,简装,2009,39.0,70.0,17619
青羊,太升路,鼓楼南街59号 ,南北,无,中楼层,3室1厅,其他,2009,62.0,88.0,13978
青羊,八宝街,时代凯悦 ,东南,有,中楼层,1室0厅,简装,2009,47.0,90.0,18984
青羊,优品道,优品道二期 ,南,有,高楼层,3室2厅,其他,2009,147.0,440.0,29803
青羊,太升路,锦天国际 ,南,有,高楼层,2室2厅,其他,2009,92.0,108.0,11740
青羊,金沙,中大君悦金沙五期 ,南西南,有,高楼层,2室2厅,精装,2009,83.0,215.0,25848
青羊,西南财大,成都花园上城 ,南,有,中楼层,3室1厅,精装,2009,103.0,275.0,26448
青羊,金沙,金地嘉年华城A区 ,东南,有,低楼层,3室2厅,简装,2009,104.0,225.0,21474
青羊,优品道,优品道四期曦岸 ,南,有,高楼层,4室1厅,精装,2012,110.0,399.0,36090
青羊,外金沙,清水路苑 ,北,有,低楼层,3室2厅,精装,2012,89.0,130.0,14607
青羊,贝森,二十一世纪花园一期 ,东,无,高楼层,2室2厅,简装,2012,88.0,115.0,13051
青羊,外光华,荣盛花语城 ,北,有,高楼层,1室1厅,简装,2012,44.0,98.0,22063
青羊,太升路,鼓楼世家 ,东南,有,中楼层,2室1厅,其他,2012,87.0,170.0,19387
青羊,宽窄巷子,锦都 ,东,有,高楼层,1室0厅,其他,2013,41.0,123.0,29986
青羊,万家湾,保利香槟光华 ,南,有,高楼层,2室1厅,其他,2013,55.0,130.0,23331
青羊,外光华,元益花园 ,东,有,高楼层,2室1厅,其他,2013,72.0,116.0,15915
青羊,外光华,光华锦苑 ,南,有,高楼层,4室2厅,其他,2013,197.0,556.0,28110
青羊,草堂,光华公屋一期 ,南,无,低楼层,2室2厅,精装,2014,69.0,95.0,13767
青羊,太升路,东华门街9号 ,东南,无,高楼层,2室2厅,其他,2014,74.0,156.0,20951
青羊,府南新区,石人正街21号 ,南,暂无数据,中楼层,2室1厅,精装,2014,59.0,72.0,12027
青羊,外金沙,清水河畔 ,西,有,高楼层,3室1厅,精装,2014,98.0,150.0,15272
青羊,府南新区,清江东路358号 ,南,无,低楼层,2室1厅,精装,2014,60.0,72.0,11991
青羊,西南财大,大地新光华广场 ,南,有,高楼层,1室0厅,其他,2005,42.0,40.0,9524
青羊,金沙,印象金沙 ,东南,有,高楼层,2室2厅,其他,2014,89.0,165.0,18540
青羊,外金沙,蓝光COCO金沙一期 ,南,有,高楼层,4室3厅,精装,2014,89.0,335.0,37477
青羊,金沙,金鹏街176号院 ,南,无,中楼层,1室2厅,精装,2005,43.0,85.0,19372
青羊,人民公园,零一尚品 ,南,有,低楼层,1室0厅,精装,2005,28.0,30.0,10490
青羊,府南新区,成勘院电梯公寓 ,南,有,中楼层,3室2厅,其他,2005,151.0,348.0,22968
青羊,外金沙,英伦金沙 ,东南,有,中楼层,2室1厅,其他,2005,74.0,112.0,15050
青羊,人民公园,长城园 ,东南,无,高楼层,3室1厅,简装,2009,109.0,230.0,21067
青羊,浣花溪,春天花园 ,西南东北,有,低楼层,5室3厅,精装,2009,341.0,720.0,21115
青羊,外光华,长虹和悦府 ,北,有,低楼层,2室1厅,其他,2005,62.0,128.0,20586
青羊,外光华,元益花园 ,东西,有,低楼层,1室1厅,精装,2009,41.0,72.0,17421
青羊,外光华,蓝光SOFA社区 ,南,有,中楼层,1室1厅,简装,2009,49.0,100.0,20276
青羊,宽窄巷子,实业街19号 ,南,无,中楼层,2室1厅,精装,2009,56.0,205.0,36316
青羊,人民公园,现代城人民公园 ,东南,有,中楼层,1室1厅,其他,2009,69.0,105.0,15196
青羊,外光华,锦绣光华 ,南,有,中楼层,3室2厅,简装,2012,103.0,200.0,19233
青羊,金沙,建发金沙里 ,南,有,低楼层,1室1厅,简装,2012,48.0,60.0,12500
青羊,外光华,馨光华庭 ,南,有,高楼层,1室1厅,其他,2012,54.0,85.0,15741
