district,region,village,direction,elevator,floor,layout,decoration,year,size,price,perprice
成华,龙潭寺,中国铁建北湖国际城二期 ,东南,有,高楼层,3室1厅,精装,2017,91.0,148.0,16264
成华,万年场,御龙山一期 ,东北,有,中楼层,1室1厅,精装,2017,64.0,155.0,24136
成华,新华公园,双桥路240号 ,南北,暂无数据,高楼层,2室2厅,简装,2016,78.0,95.0,12072
成华,理工大,机车厂宿舍 ,东,有,高楼层,3室1厅,其他,2016,124.0,137.0,11009
成华,万象城,水岸华庭 ,东南西南,有,高楼层,2室2厅,其他,2017,81.0,138.0,17038
成华,理工大,机车厂宿舍 ,东南,无,高楼层,3室1厅,简装,2017,77.0,94.0,12100
成华,李家沱,平安正街47号 ,西南,无,高楼层,2室2厅,简装,2017,85.0,120.0,13972
成华,万年场,云水苑 ,东南,有,中楼层,2室2厅,其他,2017,88.0,190.0,21407
成华,成渝立交,首创国际城二期 ,南,有,中楼层,3室2厅,其他,2017,88.0,148.0,16669
成华,猛追湾,望平街119号 ,东南,无,高楼层,1室1厅,简装,2017,37.0,44.0,11746
成华,驷马桥,金科星耀天都 ,南,有,中楼层,1室1厅,简装,2017,43.0,56.0,12742
成华,驷马桥,现代金山苑 ,南,无,高楼层,3室1厅,其他,2017,127.0,130.0,10181
成华,SM广场,龙湖三千城二期B区 ,西北,有,低楼层,3室1厅,精装,2016,88.0,200.0,22488
成华,万象城,锦绣东方一期 ,西,有,中楼层,2室1厅,简装,2016,66.0,110.0,16487
成华,动物园,蓝光富丽花城 ,南,有,低楼层,3室2厅,精装,2016,86.0,120.0,13867
成华,李家沱,汇融名城B区 ,东南,有,中楼层,3室1厅,简装,2016,108.0,185.0,17102
成华,新华公园,三街坊社区 ,南,无,中楼层,2室1厅,其他,2016,53.0,75.0,14151
成华,驷马桥,双水康城A区 ,南,无,高楼层,3室2厅,简装,2016,106.0,125.0,11760
成华,猛追湾,祥和里2号 ,西北,无,低楼层,2室1厅,简装,2016,51.0,66.0,12698
成华,东客站,荣盛香榭兰庭一期 ,西北,有,低楼层,3室2厅,其他,2017,85.0,160.0,18659
成华,SM广场,河畔华苑二期 ,东北,有,中楼层,1室1厅,简装,2017,59.0,96.0,16217
成华,新华公园,蜀都惠园 ,西北,有,中楼层,2室1厅,简装,2017,68.0,130.0,18855
成华,驷马桥,招商雍华府一期 ,东,有,中楼层,3室2厅,其他,2017,113.0,214.0,18939
成华,万象城,观城 ,北,有,中楼层,3室2厅,精装,2017,90.0,239.0,26541
成华,东郊记忆,红枫岭三期 ,西北,有,低楼层,2室2厅,其他,2017,87.0,131.0,15027
成华,龙潭寺,保利林语溪一期 ,东,有,中楼层,3室1厅,简装,2017,68.0,106.0,15430
成华,成渝立交,万科金库 ,南,有,中楼层,1室0厅,精装,2017,51.0,92.9,17994
成华,东郊记忆,红枫岭三期 ,东,有,低楼层,2室2厅,简装,2017,89.0,132.0,14832
成华,万象城,千居朝阳 ,南,有,中楼层,2室1厅,简装,2017,90.0,162.0,17901
成华,万象城,汇厦沙河锦庭二期 ,东,有,中楼层,3室1厅,精装,2016,78.0,165.0,21100
成华,动物园,海滨湾支路1号 ,东,暂无数据,高楼层,2室1厅,简装,2016,71.0,68.0,9484
成华,万年场,阳光100米娅中心一期 ,南,有,中楼层,3室1厅,精装,2016,99.0,178.0,17876
成华,新华公园,新鸿一区 ,南,无,高楼层,3室2厅,简装,2016,66.0,85.0,12879
成华,动物园,马克公馆一期 ,东南,有,中楼层,3室2厅,精装,2016,87.0,145.0,16508
成华,猛追湾,河畔亚朵酒店 ,东南,有,中楼层,1室0厅,其他,2016,38.0,33.0,8632
成华,驷马桥,华宇阳光水岸 ,西南,有,低楼层,2室2厅,精装,2016,76.0,115.0,14965
成华,八里小区,怡福社区 ,东南,无,中楼层,2室1厅,简装,2016,76.0,92.0,12058
成华,成渝立交,万科魅力之城四期 ,东南,有,高楼层,4室1厅,精装,2017,75.0,225.0,29786
成华,驷马桥,兴元华盛三期 ,西北,有,中楼层,2室2厅,简装,2017,88.0,118.0,13281
成华,建设路,首创爱这城一二期 ,东,有,低楼层,1室1厅,简装,2017,55.0,95.0,17145
成华,万象城,锦绣东方一期 ,西,有,高楼层,2室1厅,精装,2017,67.0,110.0,16391
成华,动物园,蓝光coco国际二期 ,南,有,中楼层,3室1厅,精装,2017,71.0,123.0,17288
成华,动物园,蓝光富丽花城 ,南,有,低楼层,2室2厅,简装,2017,75.0,135.0,17778
成华,东客站,大观里2号院 ,南,无,高楼层,1室0厅,其他,2017,29.0,50.0,17242
成华,成渝立交,万科金库 ,南,有,中楼层,1室0厅,精装,2017,63.0,113.0,17937
成华,驷马桥,金科中心 ,东南,有,高楼层,3室1厅,精装,2017,89.0,148.0,16628
成华,万年场,二仙桥东二路4号 ,东南,无,高楼层,2室1厅,其他,2016,60.0,69.0,11451
成华,万年场,御龙山二期 ,东北,有,低楼层,4室2厅,简装,2016,137.0,380.0,27738
成华,驷马桥,金科中心 ,东,有,中楼层,1室0厅,其他,2016,48.0,49.0,10207
成华,万象城,华润二十四城六期 ,南,有,低楼层,3室1厅,精装,2017,88.0,220.0,25000
成华,建设路,佳州星城 ,东南,有,中楼层,2室2厅,其他,2017,77.0,200.0,25934
成华,驷马桥,融锦城 ,南西南,有,低楼层,2室1厅,精装,2017,89.0,127.0,14170
成华,动物园,蓝光coco国际二期 ,东南,有,低楼层,3室1厅,简装,2017,72.0,120.0,16667
成华,动物园,华宇阳光尚座 ,北,有,低楼层,2室1厅,简装,2017,77.0,110.0,14203
成华,东郊记忆,红枫岭二期 ,西北,有,低楼层,2室1厅,精装,2017,89.0,140.0,15659
成华,驷马桥,驷马康城 ,东西北,有,低楼层,1室2厅,精装,2016,54.0,87.0,16079
成华,万象城,花样年花郡 ,东南,有,高楼层,3室2厅,其他,2016,118.0,248.0,20876
成华,理工大,交大归谷建设派 ,西北,有,高楼层,2室1厅,精装,2017,62.0,113.0,17960
成华,驷马桥,泛悦城市广场 ,东南,有,高楼层,3室1厅,简装,2017,88.0,161.0,18111
成华,万象城,观城 ,东西,有,高楼层,2室1厅,精装,2017,75.0,180.0,23722
成华,动物园,华润翠林华庭 ,北,有,中楼层,2室1厅,简装,2017,78.0,170.0,21566
成华,新华公园,双林北支路30号60号院 ,南北,无,高楼层,3室1厅,其他,2017,76.0,90.0,11843
成华,驷马桥,融锦城 ,东南,有,中楼层,1室0厅,其他,2017,50.0,126.0,25180
成华,驷马桥,沙河路苑 ,东南,有,中楼层,3室2厅,其他,2017,89.0,145.0,16175
成华,成渝立交,首创国际城二期 ,东,有,中楼层,2室1厅,精装,2017,87.0,156.0,17897
成华,动物园,首创光和城 ,东南,有,高楼层,3室2厅,简装,2017,87.0,153.0,17514
成华,驷马桥,金科星耀天都 ,东,有,低楼层,1室0厅,其他,2016,43.0,48.0,10924
成华,万象城,华润二十四城四期 ,南,有,低楼层,3室2厅,精装,2016,88.0,235.0,26669
成华,万年场,东虹路33号院 ,东南,无,中楼层,2室1厅,其他,2017,74.0,81.0,10946
成华,理工大,机车厂宿舍 ,东南,暂无数据,低楼层,2室1厅,简装,2016,84.0,108.0,12858
成华,动物园,金科一城 ,东,有,中楼层,2室1厅,精装,2016,68.0,122.0,17892
成华,理工大,蓝光乐彩城 ,东南,有,低楼层,3室1厅,精装,2017,80.0,138.0,17165
成华,驷马桥,荆竹小区6号院 ,南,无,中楼层,1室1厅,其他,2017,47.0,55.0,11631
成华,SM广场,龙湖三千里A区一期 ,西北,有,高楼层,2室1厅,其他,2017,80.0,180.0,22333
成华,动物园,金科一城 ,南,有,高楼层,2室1厅,其他,2017,49.0,100.0,20305
成华,动物园,蓝光coco国际二期 ,东,有,中楼层,3室1厅,其他,2017,65.0,110.0,16794
成华,猛追湾,嘉通云尚 ,北,有,低楼层,2室1厅,其他,2017,62.0,125.0,20023
成华,龙潭寺,东方丽苑 ,南,有,高楼层,2室1厅,简装,2017,71.0,80.0,11252
成华,八里小区,中铁二局玛塞城 ,南,有,低楼层,3室1厅,精装,2017,87.0,238.0,27357
成华,万象城,东篱路14号院 ,南北,无,中楼层,3室1厅,简装,2017,79.0,107.0,13545
成华,万象城,华润二十四城六期 ,北,有,中楼层,2室1厅,精装,2017,69.0,175.0,25076
成华,SM广场,龙湖三千城二期B区 ,南,有,高楼层,3室2厅,其他,2011,77.0,215.0,27843
成华,驷马桥,华宇阳光四季 ,东南,有,中楼层,2室1厅,精装,2007,63.0,108.0,17035
成华,李家沱,现代北苑 ,东南,无,中楼层,2室1厅,其他,2007,83.0,108.0,13013
成华,驷马桥,凤翔华庭 ,南,有,低楼层,2室2厅,精装,2007,86.0,115.0,13295
成华,驷马桥,驷马康城 ,东南,有,高楼层,3室1厅,简装,2007,89.0,145.0,16191
成华,新华公园,聚乐苑(成华) ,东南,有,高楼层,2室1厅,精装,2007,93.0,130.0,13895
成华,东郊记忆,红枫岭三期 ,东南,有,低楼层,2室2厅,精装,2007,88.0,135.0,15272
成华,SM广场,龙湖三千里A区一期 ,东,有,高楼层,2室1厅,其他,2007,85.0,180.0,20945
成华,万象城,东景丽苑 ,东南,有,中楼层,1室1厅,其他,2007,51.0,66.0,12901
成华,猛追湾,信息产业电子第十一设计研究院宿舍 ,南,无,高楼层,2室1厅,其他,2014,70.0,97.0,13858
成华,李家沱,财富又一城 ,西北,有,高楼层,3室2厅,简装,2014,90.0,200.0,22129
成华,成渝立交,荣盛紫提东郡 ,东南,有,低楼层,3室2厅,精装,2014,82.0,178.0,21483
成华,理工大,蓝光乐彩城 ,东南,有,中楼层,3室2厅,其他,2014,80.0,145.0,18094
成华,驷马桥,青龙乾院B区 ,南,有,低楼层,1室1厅,简装,2014,53.0,72.0,13378
成华,成渝立交,蓝光锦绣城 ,南西南,有,高楼层,3室1厅,毛坯,2014,96.0,173.0,18021
成华,驷马桥,新绿苑 ,南,无,中楼层,3室2厅,其他,1998,93.0,108.0,11577
成华,建设路,万科金域蓝岸 ,东南,有,中楼层,2室1厅,精装,1998,72.0,183.0,25211
成华,八里小区,香木林花园 ,东,无,高楼层,2室1厅,精装,1998,77.0,99.0,12745
成华,八里小区,成功悦都 ,西北,有,中楼层,2室1厅,精装,1998,43.0,65.0,15117
成华,万年场,华西花园一期 ,东南,无,中楼层,2室1厅,精装,1998,83.0,109.0,13084
成华,成渝立交,荣盛紫提东郡 ,西南,有,高楼层,3室2厅,精装,1998,74.0,139.0,18641
成华,动物园,蓝光富丽花城 ,西南,有,中楼层,3室2厅,其他,2015,83.0,148.0,17815
成华,驷马桥,泰业北城广场 ,东南,有,低楼层,1室0厅,其他,2015,77.0,100.0,12974
成华,驷马桥,沙河北岸 ,东,无,中楼层,2室1厅,简装,2011,65.0,74.0,11385
成华,成渝立交,富丽东方 ,东西,有,低楼层,3室2厅,简装,2011,88.0,163.0,18496
成华,驷马桥,双水康城A区 ,南,无,低楼层,2室1厅,简装,2011,71.0,74.0,10310
成华,八里小区,锦绣上城 ,东南,有,低楼层,2室1厅,其他,2011,83.0,133.0,15992
成华,驷马桥,兴元华盛二期 ,东南,有,高楼层,2室1厅,简装,2011,75.0,125.0,16559
成华,驷马桥,兴元华盛三期 ,东南西北,有,低楼层,2室2厅,其他,2011,90.0,140.0,15486
成华,驷马桥,丽水澜庭A区 ,东南,有,高楼层,2室1厅,其他,2011,75.0,105.0,13871
成华,龙潭寺,中国铁建北湖国际城一期 ,东南南,有,低楼层,3室2厅,精装,2011,84.0,140.0,16502
成华,八里小区,圣合苑 ,南,无,中楼层,2室1厅,简装,2011,73.0,95.0,12979
成华,万年场,长融一代天骄 ,北,无,高楼层,3室1厅,简装,2007,107.0,152.0,14090
成华,万年场,东方惠城A区 ,西南,有,低楼层,3室1厅,简装,2007,114.0,150.0,13080
成华,万年场,胜天人居 ,东南,有,中楼层,3室2厅,其他,2007,87.0,135.0,15484
成华,万年场,东方惠城A区 ,东,有,中楼层,1室1厅,毛坯,2007,47.0,60.0,12669
成华,万年场,槐树苑二期民苑 ,东南,无,高楼层,2室1厅,简装,2007,76.0,88.0,11576
成华,新华公园,新华园 ,东,无,高楼层,2室1厅,其他,2007,96.0,120.0,12462
成华,新华公园,双华苑(成华) ,东,有,高楼层,2室1厅,精装,2007,75.0,120.0,15825
成华,新华公园,中海新华府 ,东,有,低楼层,2室1厅,精装,2014,71.0,176.0,24772
成华,东郊记忆,招商中央华城 ,南,有,中楼层,1室1厅,精装,2014,39.0,65.0,16324
成华,理工大,罗兰小镇 ,东南,有,低楼层,3室2厅,其他,2014,128.0,210.0,16407
成华,建设路,菽香里社区 ,东,无,低楼层,2室1厅,其他,2014,57.0,80.0,13972
成华,万象城,华润二十四城一期 ,东南西北,有,低楼层,2室1厅,其他,2014,87.0,235.0,26827
成华,新华公园,420厂宿舍 ,南,无,高楼层,2室2厅,其他,2014,77.0,108.0,13961
成华,驷马桥,北城华府 ,南,有,高楼层,2室1厅,其他,2014,71.0,80.0,11268
成华,成渝立交,首创国际城二期 ,东南,有,高楼层,2室2厅,精装,2014,88.0,152.0,17191
成华,理工大,民兴苑 ,东南,有,低楼层,1室1厅,毛坯,1998,51.0,56.0,10919
成华,万年场,御龙山二期 ,西北,有,高楼层,2室2厅,简装,1998,89.0,180.0,20223
成华,驷马桥,融锦城 ,东西,有,中楼层,2室1厅,简装,1998,75.0,126.0,16632
成华,李家沱,永立星城都 ,东,有,中楼层,1室1厅,简装,1998,43.0,100.0,22748
成华,万年场,华西花园一期 ,西北,有,中楼层,2室1厅,其他,1998,85.0,94.0,10940
成华,成渝立交,富丽东方 ,东,有,低楼层,3室1厅,其他,1998,88.0,175.0,19858
成华,万年场,御龙山二期 ,西北,有,高楼层,2室1厅,精装,1998,88.0,225.0,25290
成华,万象城,银通苑 ,东南,无,高楼层,2室2厅,简装,1998,72.0,91.0,12639
成华,万年场,华都云景台 ,东,有,低楼层,3室2厅,毛坯,2015,84.0,166.0,19762
成华,新华公园,恒大豪庭 ,西南南,有,高楼层,2室2厅,精装,2015,69.0,145.0,20762
成华,建设路,万科金域蓝湾一期 ,西南,有,高楼层,3室2厅,精装,2015,87.0,335.0,38506
成华,驷马桥,驷马康城 ,东,有,高楼层,2室2厅,其他,2015,80.0,113.0,14081
成华,万年场,尚东美林二区 ,东南,有,中楼层,2室2厅,精装,2015,86.0,109.8,12688
成华,成渝立交,蓝光锦绣城四期 ,西北,有,高楼层,3室1厅,其他,2015,109.0,225.0,20643
成华,驷马桥,沙河新居 ,南,无,中楼层,2室1厅,简装,2015,72.0,85.0,11715
成华,万年场,天空城 ,东,有,高楼层,3室2厅,其他,2011,117.0,200.0,16965
成华,驷马桥,龙城 ,东北,有,低楼层,3室1厅,其他,2011,82.0,128.0,15433
成华,东客站,荣盛香榭兰庭一期 ,西北,有,中楼层,3室1厅,精装,2011,78.0,145.0,18590
成华,理工大,民兴苑 ,西南,有,中楼层,2室1厅,其他,2011,88.0,120.0,13637
成华,动物园,华宇阳光尚座 ,东,有,高楼层,3室1厅,精装,2011,98.0,180.0,18295
成华,八里小区,浅水半岛80俊 ,东南,有,中楼层,2室1厅,简装,2011,61.0,70.0,11377
成华,动物园,上东一号三期 ,南,有,低楼层,2室2厅,简装,2011,86.0,140.0,16171
成华,驷马桥,融锦城 ,西北,有,低楼层,1室1厅,精装,2011,50.0,87.5,17490
成华,建设路,首创爱这城一二期 ,南,有,高楼层,2室1厅,简装,2007,92.0,158.0,17098
成华,东郊记忆,万科天荟 ,东,暂无数据,高楼层,1室1厅,其他,2007,64.0,90.0,14063
成华,龙潭寺,龙锦雅苑 ,南,有,低楼层,1室1厅,简装,2007,45.0,53.0,11778
成华,万象城,华润二十四城一期 ,南,有,中楼层,5室1厅,其他,2007,144.0,420.0,29076
成华,万象城,华润二十四城五期 ,西南,有,中楼层,3室1厅,精装,2007,84.0,230.0,27252
成华,猛追湾,嘉通云尚 ,东南,有,低楼层,3室1厅,其他,2007,62.0,130.0,20867
成华,SM广场,蓝润V客东区 ,西北,有,中楼层,3室1厅,其他,2007,74.0,165.0,22199
成华,建设路,佳州星城 ,南,有,低楼层,1室1厅,其他,2014,51.0,125.0,24315
成华,驷马桥,绿地世纪城 ,西,有,中楼层,2室2厅,精装,2007,88.0,180.0,20234
成华,动物园,上东一号二期 ,东南,有,高楼层,1室1厅,其他,2014,51.0,76.0,14804
成华,万年场,成华奥园广场二期 ,西南,有,中楼层,2室1厅,其他,2014,82.0,160.0,19510
成华,成渝立交,荣盛紫提东郡 ,东南,有,中楼层,3室2厅,精装,2014,87.0,168.0,19238
成华,猛追湾,新鸿路119号 ,南,无,中楼层,3室1厅,简装,2014,99.0,130.0,13132
成华,新华公园,恒大豪庭 ,东南,有,高楼层,3室2厅,其他,2014,85.0,185.0,21765
成华,猛追湾,祥和里56号 ,东南,无,低楼层,2室2厅,简装,1998,67.0,88.0,13063
成华,驷马桥,沙河路苑 ,南,有,中楼层,3室1厅,简装,2014,89.0,160.0,17978
成华,动物园,上东一号三期 ,南,有,中楼层,3室2厅,其他,1998,138.0,210.0,15130
成华,驷马桥,富丽锦城 ,西北,有,中楼层,2室1厅,其他,1998,78.0,120.0,15225
成华,驷马桥,荆竹小区5号院 ,东南,无,低楼层,1室1厅,其他,1998,47.0,50.0,10527
成华,建设路,八二新区 ,东,暂无数据,高楼层,2室1厅,其他,1998,59.0,75.0,12570
成华,驷马桥,凤翔华庭 ,东南,有,中楼层,2室1厅,其他,2010,87.0,110.0,12644
成华,龙潭寺,龙锦雅苑 ,南北,有,低楼层,1室1厅,毛坯,1998,46.0,50.0,10730
成华,万年场,蓝光东方天地 ,北,有,中楼层,2室1厅,精装,1998,52.0,105.0,19913
成华,八里小区,教师苑(文德路) ,东南,无,高楼层,2室1厅,简装,1998,60.0,68.0,11218
成华,八里小区,博闻时代锦汇 ,东南,有,高楼层,2室1厅,毛坯,2011,85.0,145.0,16960
成华,李家沱,华油苑 ,东北,无,高楼层,2室1厅,简装,2011,97.0,128.0,13099
成华,驷马桥,兴元华盛三期 ,东,有,高楼层,3室2厅,其他,2011,109.0,150.0,13762
成华,驷马桥,沙河路苑 ,东,有,中楼层,3室1厅,精装,2011,89.0,130.0,14578
成华,驷马桥,青秀城 ,西,有,低楼层,2室1厅,简装,2015,78.0,120.0,15385
成华,动物园,金科一城 ,西,有,高楼层,2室1厅,其他,2015,63.0,126.0,19912
成华,李家沱,沙河风情 ,西南,有,高楼层,2室2厅,精装,2015,112.0,134.0,11889
成华,动物园,四川省工业贸易学校 ,南,暂无数据,中楼层,2室1厅,其他,2015,68.0,65.0,9528
成华,八里小区,浅水半岛80俊 ,东,有,高楼层,1室1厅,精装,2015,43.0,56.0,12745
成华,龙潭寺,北湖龙珠 ,东南,有,高楼层,2室2厅,其他,2015,88.0,93.0,10569
成华,龙潭寺,时代欣城 ,西南,有,高楼层,3室2厅,毛坯,2015,88.0,110.0,12438
成华,驷马桥,香澜半岛 ,南,有,高楼层,3室2厅,其他,2011,89.0,178.0,19933
成华,万年场,优品尚东 ,北,有,中楼层,2室2厅,毛坯,2011,93.0,160.0,17095
成华,八里小区,浅水半岛二期 ,西南,有,中楼层,3室1厅,其他,2011,107.0,192.0,17944
成华,八里小区,桃源社区一号院 ,东南,无,中楼层,2室1厅,其他,2011,55.0,74.0,13310
成华,成渝立交,荣盛紫提东郡 ,东北,有,高楼层,3室1厅,精装,2011,75.0,138.0,18400
成华,万年场,东方惠城A区 ,南,有,低楼层,2室1厅,简装,2011,81.0,98.0,11959
成华,成渝立交,蓝光锦绣城四期 ,东南,有,高楼层,2室1厅,其他,2011,74.0,138.0,18514
成华,动物园,东林城市花园 ,东,有,中楼层,1室1厅,其他,2007,62.0,78.0,12557
成华,驷马桥,泛悦城市广场 ,南,有,低楼层,3室2厅,其他,2007,78.0,139.0,17732
成华,东客站,荣盛香榭兰庭二期 ,东南,有,中楼层,1室1厅,其他,2007,51.0,95.0,18319
成华,龙潭寺,中国铁建北湖国际城一期 ,东南,有,中楼层,3室1厅,其他,2007,84.0,138.0,16404
成华,SM广场,河畔华苑二期 ,西,有,高楼层,3室2厅,简装,2007,123.0,260.0,21011
成华,龙潭寺,中国铁建北湖国际城二期 ,南,有,中楼层,3室2厅,精装,2007,81.0,115.0,14168
成华,动物园,蓝光富丽花城 ,西南,有,低楼层,2室1厅,其他,2014,75.0,150.0,19745
成华,动物园,华润翠林华庭 ,北,有,低楼层,2室1厅,简装,2014,79.0,160.0,20254
成华,万象城,水岸华庭 ,东南,有,高楼层,3室2厅,精装,2014,133.0,245.0,18296
成华,驷马桥,金科中心 ,东南,有,中楼层,2室2厅,其他,2014,52.0,55.0,10577
成华,万象城,东篱路179号院 ,东,无,中楼层,3室2厅,其他,2014,82.0,97.0,11830
成华,理工大,正成东区1号 ,西,有,高楼层,3室1厅,其他,2014,80.0,145.0,18065
成华,动物园,首创光和城二期 ,东,有,高楼层,3室2厅,其他,1998,77.0,136.0,17513
成华,龙潭寺,居家福地 ,东南,无,高楼层,2室2厅,简装,1998,82.0,77.0,9354
成华,东客站,佳年华广场一期 ,东,有,低楼层,3室2厅,毛坯,1998,79.0,160.0,20149
成华,理工大,理工东苑 ,东南,有,高楼层,2室2厅,其他,1998,129.0,232.0,17985
成华,成渝立交,荣盛紫提东郡 ,南,有,高楼层,2室1厅,简装,1998,68.0,124.0,18180
成华,万象城,九龙仓御园四期 ,东南,有,中楼层,2室1厅,简装,1998,82.0,181.8,22058
成华,万年场,蓝光东方天地 ,南,有,中楼层,2室2厅,其他,1998,49.0,70.0,14196
成华,万年场,蓝光东方天地 ,东南,有,高楼层,3室1厅,其他,1998,64.0,130.0,20131
成华,万象城,沙河明珠 ,东,有,中楼层,3室2厅,精装,1998,98.0,165.0,16748
成华,万年场,华晨雅庭 ,南,有,低楼层,2室2厅,简装,1998,80.0,115.0,14350
成华,万年场,胜天人居 ,西南,有,低楼层,2室1厅,精装,2010,73.0,99.0,13382
成华,万年场,沙河丽景 ,东南东北,有,低楼层,1室2厅,精装,2010,58.0,97.0,16713
成华,万象城,九龙仓御园四期 ,东,有,高楼层,2室1厅,精装,2010,66.0,156.0,23530
成华,动物园,银锣湾 ,东,有,中楼层,2室2厅,精装,2010,85.0,120.0,13995
成华,万象城,九龙仓御园二期 ,东西,有,高楼层,3室2厅,毛坯,2010,137.0,370.0,26990
成华,建设路,国光九街坊 ,南,无,高楼层,2室2厅,其他,2010,68.0,95.0,13813
成华,成渝立交,富丽东方 ,南,有,低楼层,3室1厅,简装,2010,116.0,185.0,15880
成华,东客站,荣盛香榭兰庭一期 ,东北,有,低楼层,2室1厅,精装,2011,69.0,160.0,23189
成华,成渝立交,荣盛紫提东郡 ,北,有,低楼层,3室1厅,毛坯,2011,74.0,148.0,19941
成华,龙潭寺,中国铁建北湖国际城二期 ,南,有,高楼层,3室1厅,其他,2011,81.0,122.0,15062
成华,八里小区,协信中心 ,东北,有,中楼层,2室2厅,其他,2011,80.0,179.0,22209
成华,万年场,东方惠城A区 ,南,有,中楼层,2室1厅,简装,2011,80.0,100.0,12482
成华,万年场,华西花园一期 ,西南,无,低楼层,3室2厅,简装,2015,89.0,122.0,13646
成华,驷马桥,招商雍华府二期 ,西南,有,中楼层,2室1厅,其他,2015,78.0,150.0,19172
成华,动物园,上东一号二期 ,南,有,低楼层,2室1厅,简装,2015,72.0,115.0,15900
成华,八里小区,上行东方 ,东,有,高楼层,3室2厅,其他,2007,89.0,180.0,20225
成华,SM广场,合能耀之城 ,西,有,中楼层,2室1厅,精装,2015,49.0,96.0,19544
成华,建设路,红光小区(成华) ,南,无,中楼层,2室1厅,其他,1998,55.0,69.0,12546
成华,成渝立交,首创国际城二期 ,南,有,中楼层,1室1厅,精装,2014,59.0,108.0,18213
成华,万象城,华润二十四城七期 ,北,有,低楼层,3室1厅,精装,2012,92.0,218.0,23499
成华,万象城,华润二十四城二期 ,东北,有,高楼层,4室2厅,精装,2012,74.0,350.0,46886
成华,龙潭寺,上古天地 ,东北,有,中楼层,2室2厅,毛坯,2012,57.0,63.0,11042
成华,李家沱,万科金色家园 ,东北,有,高楼层,1室1厅,精装,2012,60.0,96.0,16000
成华,驷马桥,蓉铁花园 ,南,有,低楼层,2室1厅,其他,1998,86.0,115.0,13289
成华,万象城,千居朝阳 ,北,有,低楼层,3室1厅,精装,1998,125.0,200.0,15886
成华,驷马桥,北港新城 ,南,无,低楼层,3室2厅,简装,1998,113.0,125.0,11062
成华,万象城,华府沙河 ,东南,有,低楼层,3室2厅,精装,1998,116.0,259.0,22194
成华,八里小区,明信花园 ,东南,无,高楼层,2室1厅,精装,1998,85.0,112.0,13132
成华,驷马桥,北辰美庐 ,东南,有,中楼层,3室2厅,简装,1998,87.0,168.0,19273
成华,万年场,槐树苑二期欣苑 ,南,无,高楼层,2室1厅,其他,1998,64.0,81.0,12500
成华,猛追湾,布坝子街8号 ,东南,无,中楼层,3室1厅,简装,2010,62.0,88.0,14022
成华,理工大,交大归谷建设派 ,东北,有,低楼层,2室1厅,精装,1998,60.0,120.0,19806
成华,动物园,上东一号二期 ,南,有,低楼层,1室1厅,简装,2010,51.0,80.0,15580
成华,万象城,花样年花郡 ,南,有,低楼层,2室1厅,精装,2010,90.0,165.0,18322
成华,成渝立交,海上海南苑 ,东北,有,高楼层,2室2厅,精装,2010,71.0,133.0,18594
成华,新华公园,420厂宿舍 ,东南,无,低楼层,3室1厅,精装,2010,60.0,89.8,14753
成华,猛追湾,玉双路3号 ,东,无,低楼层,3室1厅,简装,2010,124.0,148.0,11846
成华,驷马桥,北回归线二期 ,北,有,中楼层,1室1厅,精装,2011,57.0,73.0,12611
成华,动物园,蓝润蓝客城 ,西北,有,高楼层,2室1厅,精装,2010,54.0,80.0,14802
成华,驷马桥,华宇阳光水岸 ,东南,有,低楼层,2室2厅,其他,2010,71.0,125.0,17606
成华,理工大,泰博理想城二期 ,东南,有,高楼层,2室2厅,其他,2011,59.0,125.0,20974
成华,理工大,理工东苑 ,东南,有,低楼层,2室1厅,毛坯,2011,70.0,130.0,18365
成华,成渝立交,首创国际城二期 ,东南,有,高楼层,1室1厅,精装,2011,56.0,106.0,18879
成华,八里小区,中铁二局玛塞城 ,南,有,低楼层,3室2厅,精装,2011,110.0,266.0,24182
成华,八里小区,瀚林花园 ,东,有,中楼层,3室2厅,精装,2011,131.0,264.0,20016
成华,驷马桥,凤翔华庭 ,东,有,高楼层,2室1厅,简装,2011,86.0,103.0,11868
成华,动物园,金科一城 ,北,有,中楼层,2室1厅,其他,2015,67.0,112.0,16476
成华,成渝立交,首创国际城二期 ,东南,有,中楼层,2室1厅,其他,2015,85.0,172.0,20158
成华,成渝立交,蓝光锦绣城 ,东南,有,低楼层,1室0厅,其他,2015,47.0,66.0,13884
成华,猛追湾,西南电力设计院小区 ,南,无,低楼层,2室1厅,其他,2015,43.0,74.0,17150
成华,驷马桥,金科中心 ,东,有,高楼层,2室1厅,其他,2015,50.0,72.0,14289
成华,万年场,蓝光东方天地 ,东南,有,中楼层,2室2厅,其他,2015,48.0,70.0,14463
成华,驷马桥,慧苑(成华) ,西,有,低楼层,2室1厅,精装,2015,73.0,110.0,14869
成华,万象城,华润二十四城一期 ,东南,有,中楼层,2室2厅,其他,1997,90.0,175.0,19408
成华,东郊记忆,红枫岭三期 ,北东北,有,高楼层,2室1厅,其他,2015,89.0,138.0,15444
成华,建设路,万科金域蓝湾一期 ,西南,有,高楼层,2室2厅,其他,2012,86.0,200.0,23256
成华,万年场,优品尚东 ,北,有,高楼层,2室2厅,精装,2012,93.0,155.0,16560
成华,万年场,长融一代天骄 ,东南,无,中楼层,2室1厅,其他,2012,89.0,125.0,13937
成华,驷马桥,青秀城 ,南,有,中楼层,3室1厅,其他,2012,104.0,180.0,17282
